# freq, I_pwr, V_pwr, I_th, V_th
7.2703e+01 3.3145e+00 8.0122e-01 6.5905e-04 5.2391e-04
7.2793e+01 3.3098e+00 7.9958e-01 6.3971e-04 5.0850e-04
7.2883e+01 3.3051e+00 7.9794e-01 6.2094e-04 4.9354e-04
7.2973e+01 3.3004e+00 7.9631e-01 6.0272e-04 4.7904e-04
7.3063e+01 3.2957e+00 7.9468e-01 5.8505e-04 4.6497e-04
7.3153e+01 3.2911e+00 7.9306e-01 5.6791e-04 4.5131e-04
7.3243e+01 3.2864e+00 7.9144e-01 5.5127e-04 4.3807e-04
7.3333e+01 3.2818e+00 7.8983e-01 5.3513e-04 4.2521e-04
7.3423e+01 3.2772e+00 7.8822e-01 5.1947e-04 4.1274e-04
7.3514e+01 3.2726e+00 7.8662e-01 5.0427e-04 4.0064e-04
7.3604e+01 3.2680e+00 7.8502e-01 4.8953e-04 3.8891e-04
7.3694e+01 3.2634e+00 7.8343e-01 4.7522e-04 3.7751e-04
7.3784e+01 3.2588e+00 7.8185e-01 4.6134e-04 3.6646e-04
7.3874e+01 3.2543e+00 7.8027e-01 4.4787e-04 3.5574e-04
7.3964e+01 3.2497e+00 7.7869e-01 4.3479e-04 3.4533e-04
7.4054e+01 3.2452e+00 7.7713e-01 4.2211e-04 3.3524e-04
7.4144e+01 3.2407e+00 7.7556e-01 4.0980e-04 3.2544e-04
7.4234e+01 3.2362e+00 7.7400e-01 3.9785e-04 3.1594e-04
7.4324e+01 3.2317e+00 7.7245e-01 3.8626e-04 3.0671e-04
7.4414e+01 3.2272e+00 7.7090e-01 3.7501e-04 2.9776e-04
7.4505e+01 3.2227e+00 7.6935e-01 3.6409e-04 2.8907e-04
7.4595e+01 3.2182e+00 7.6782e-01 3.5349e-04 2.8064e-04
7.4685e+01 3.2138e+00 7.6628e-01 3.4321e-04 2.7246e-04
7.4775e+01 3.2094e+00 7.6475e-01 3.3323e-04 2.6453e-04
7.4865e+01 3.2049e+00 7.6323e-01 3.2355e-04 2.5682e-04
7.4955e+01 3.2005e+00 7.6171e-01 3.1415e-04 2.4935e-04
7.5045e+01 3.1961e+00 7.6020e-01 3.0503e-04 2.4209e-04
7.5135e+01 3.1917e+00 7.5869e-01 2.9617e-04 2.3505e-04
7.5225e+01 3.1874e+00 7.5718e-01 2.8758e-04 2.2822e-04
7.5315e+01 3.1830e+00 7.5568e-01 2.7924e-04 2.2158e-04
7.5405e+01 3.1786e+00 7.5419e-01 2.7115e-04 2.1515e-04
7.5495e+01 3.1743e+00 7.5270e-01 2.6329e-04 2.0890e-04
7.5586e+01 3.1700e+00 7.5121e-01 2.5566e-04 2.0284e-04
7.5676e+01 3.1656e+00 7.4973e-01 2.4826e-04 1.9695e-04
7.5766e+01 3.1613e+00 7.4826e-01 2.4108e-04 1.9124e-04
7.5856e+01 3.1570e+00 7.4679e-01 2.3410e-04 1.8570e-04
7.5946e+01 3.1528e+00 7.4532e-01 2.2733e-04 1.8032e-04
7.6036e+01 3.1485e+00 7.4386e-01 2.2076e-04 1.7510e-04
7.6126e+01 3.1442e+00 7.4240e-01 2.1439e-04 1.7003e-04
7.6216e+01 3.1400e+00 7.4095e-01 2.0820e-04 1.6511e-04
7.6306e+01 3.1357e+00 7.3950e-01 2.0219e-04 1.6034e-04
7.6396e+01 3.1315e+00 7.3806e-01 1.9635e-04 1.5570e-04
7.6486e+01 3.1273e+00 7.3662e-01 1.9069e-04 1.5120e-04
7.6577e+01 3.1231e+00 7.3519e-01 1.8519e-04 1.4683e-04
7.6667e+01 3.1189e+00 7.3376e-01 1.7986e-04 1.4259e-04
7.6757e+01 3.1147e+00 7.3233e-01 1.7468e-04 1.3848e-04
7.6847e+01 3.1105e+00 7.3091e-01 1.6965e-04 1.3448e-04
7.6937e+01 3.1064e+00 7.2950e-01 1.6477e-04 1.3061e-04
7.7027e+01 3.1022e+00 7.2809e-01 1.6003e-04 1.2684e-04
7.7117e+01 3.0981e+00 7.2668e-01 1.5542e-04 1.2319e-04
7.7207e+01 3.0939e+00 7.2528e-01 1.5096e-04 1.1964e-04
7.7297e+01 3.0898e+00 7.2388e-01 1.4662e-04 1.1619e-04
7.7387e+01 3.0857e+00 7.2249e-01 1.4241e-04 1.1285e-04
7.7477e+01 3.0816e+00 7.2110e-01 1.3832e-04 1.0961e-04
7.7568e+01 3.0775e+00 7.1971e-01 1.3435e-04 1.0645e-04
7.7658e+01 3.0734e+00 7.1833e-01 1.3050e-04 1.0340e-04
7.7748e+01 3.0694e+00 7.1695e-01 1.2676e-04 1.0043e-04
7.7838e+01 3.0653e+00 7.1558e-01 1.2313e-04 9.7541e-05
7.7928e+01 3.0612e+00 7.1421e-01 1.1960e-04 9.4742e-05
7.8018e+01 3.0572e+00 7.1285e-01 1.1617e-04 9.2024e-05
7.8108e+01 3.0532e+00 7.1149e-01 1.1285e-04 8.9385e-05
7.8198e+01 3.0492e+00 7.1014e-01 1.0962e-04 8.6822e-05
7.8288e+01 3.0452e+00 7.0879e-01 1.0649e-04 8.4335e-05
7.8378e+01 3.0412e+00 7.0744e-01 1.0344e-04 8.1919e-05
7.8468e+01 3.0372e+00 7.0610e-01 1.0049e-04 7.9574e-05
7.8559e+01 3.0332e+00 7.0476e-01 9.7616e-05 7.7297e-05
7.8649e+01 3.0292e+00 7.0342e-01 9.4829e-05 7.5086e-05
7.8739e+01 3.0253e+00 7.0209e-01 9.2123e-05 7.2939e-05
7.8829e+01 3.0213e+00 7.0077e-01 8.9495e-05 7.0854e-05
7.8919e+01 3.0174e+00 6.9945e-01 8.6943e-05 6.8830e-05
7.9009e+01 3.0135e+00 6.9813e-01 8.4465e-05 6.6864e-05
7.9099e+01 3.0096e+00 6.9682e-01 8.2059e-05 6.4955e-05
7.9189e+01 3.0056e+00 6.9551e-01 7.9722e-05 6.3102e-05
7.9279e+01 3.0018e+00 6.9420e-01 7.7453e-05 6.1302e-05
7.9369e+01 2.9979e+00 6.9290e-01 7.5249e-05 5.9555e-05
7.9459e+01 2.9940e+00 6.9160e-01 7.3109e-05 5.7857e-05
7.9550e+01 2.9901e+00 6.9031e-01 7.1030e-05 5.6209e-05
7.9640e+01 2.9863e+00 6.8902e-01 6.9012e-05 5.4609e-05
7.9730e+01 2.9824e+00 6.8773e-01 6.7051e-05 5.3054e-05
7.9820e+01 2.9786e+00 6.8645e-01 6.5147e-05 5.1545e-05
7.9910e+01 2.9747e+00 6.8517e-01 6.3298e-05 5.0079e-05
8.0000e+01 2.9709e+00 6.8390e-01 6.1502e-05 4.8656e-05
8.0090e+01 2.9671e+00 6.8263e-01 5.9758e-05 4.7273e-05
8.0180e+01 2.9633e+00 6.8136e-01 5.8064e-05 4.5930e-05
8.0270e+01 2.9595e+00 6.8010e-01 5.6419e-05 4.4626e-05
8.0360e+01 2.9557e+00 6.7884e-01 5.4821e-05 4.3360e-05
8.0450e+01 2.9520e+00 6.7758e-01 5.3268e-05 4.2130e-05
8.0541e+01 2.9482e+00 6.7633e-01 5.1761e-05 4.0935e-05
8.0631e+01 2.9445e+00 6.7508e-01 5.0296e-05 3.9775e-05
8.0721e+01 2.9407e+00 6.7384e-01 4.8874e-05 3.8648e-05
8.0811e+01 2.9370e+00 6.7260e-01 4.7493e-05 3.7553e-05
8.0901e+01 2.9332e+00 6.7136e-01 4.6151e-05 3.6490e-05
8.0991e+01 2.9295e+00 6.7013e-01 4.4847e-05 3.5457e-05
8.1081e+01 2.9258e+00 6.6890e-01 4.3581e-05 3.4454e-05
8.1171e+01 2.9221e+00 6.6768e-01 4.2351e-05 3.3480e-05
8.1261e+01 2.9184e+00 6.6645e-01 4.1156e-05 3.2534e-05
8.1351e+01 2.9147e+00 6.6524e-01 3.9996e-05 3.1615e-05
8.1441e+01 2.9111e+00 6.6402e-01 3.8869e-05 3.0722e-05
8.1532e+01 2.9074e+00 6.6281e-01 3.7773e-05 2.9855e-05
8.1622e+01 2.9038e+00 6.6160e-01 3.6710e-05 2.9012e-05
8.1712e+01 2.9001e+00 6.6040e-01 3.5676e-05 2.8194e-05
8.1802e+01 2.8965e+00 6.5920e-01 3.4672e-05 2.7399e-05
8.1892e+01 2.8928e+00 6.5800e-01 3.3697e-05 2.6627e-05
8.1982e+01 2.8892e+00 6.5681e-01 3.2750e-05 2.5877e-05
8.2072e+01 2.8856e+00 6.5562e-01 3.1829e-05 2.5148e-05
8.2162e+01 2.8820e+00 6.5443e-01 3.0935e-05 2.4440e-05
8.2252e+01 2.8784e+00 6.5325e-01 3.0066e-05 2.3753e-05
8.2342e+01 2.8748e+00 6.5207e-01 2.9222e-05 2.3084e-05
8.2432e+01 2.8713e+00 6.5090e-01 2.8402e-05 2.2435e-05
8.2523e+01 2.8677e+00 6.4973e-01 2.7605e-05 2.1805e-05
8.2613e+01 2.8641e+00 6.4856e-01 2.6831e-05 2.1192e-05
8.2703e+01 2.8606e+00 6.4739e-01 2.6079e-05 2.0597e-05
8.2793e+01 2.8571e+00 6.4623e-01 2.5349e-05 2.0019e-05
8.2883e+01 2.8535e+00 6.4507e-01 2.4639e-05 1.9458e-05
8.2973e+01 2.8500e+00 6.4392e-01 2.3949e-05 1.8912e-05
8.3063e+01 2.8465e+00 6.4276e-01 2.3279e-05 1.8382e-05
8.3153e+01 2.8430e+00 6.4162e-01 2.2628e-05 1.7867e-05
8.3243e+01 2.8395e+00 6.4047e-01 2.1995e-05 1.7366e-05
8.3333e+01 2.8360e+00 6.3933e-01 2.1381e-05 1.6880e-05
8.3423e+01 2.8325e+00 6.3819e-01 2.0783e-05 1.6407e-05
8.3514e+01 2.8290e+00 6.3706e-01 2.0203e-05 1.5948e-05
8.3604e+01 2.8256e+00 6.3592e-01 1.9639e-05 1.5502e-05
8.3694e+01 2.8221e+00 6.3480e-01 1.9091e-05 1.5069e-05
8.3784e+01 2.8187e+00 6.3367e-01 1.8558e-05 1.4648e-05
8.3874e+01 2.8152e+00 6.3255e-01 1.8041e-05 1.4239e-05
8.3964e+01 2.8118e+00 6.3143e-01 1.7538e-05 1.3841e-05
8.4054e+01 2.8084e+00 6.3031e-01 1.7050e-05 1.3455e-05
8.4144e+01 2.8049e+00 6.2920e-01 1.6575e-05 1.3079e-05
8.4234e+01 2.8015e+00 6.2809e-01 1.6113e-05 1.2715e-05
8.4324e+01 2.7981e+00 6.2699e-01 1.5665e-05 1.2360e-05
8.4414e+01 2.7947e+00 6.2588e-01 1.5229e-05 1.2016e-05
8.4505e+01 2.7913e+00 6.2479e-01 1.4806e-05 1.1681e-05
8.4595e+01 2.7880e+00 6.2369e-01 1.4394e-05 1.1356e-05
8.4685e+01 2.7846e+00 6.2260e-01 1.3995e-05 1.1040e-05
8.4775e+01 2.7812e+00 6.2151e-01 1.3606e-05 1.0732e-05
8.4865e+01 2.7779e+00 6.2042e-01 1.3228e-05 1.0434e-05
8.4955e+01 2.7745e+00 6.1933e-01 1.2861e-05 1.0144e-05
8.5045e+01 2.7712e+00 6.1825e-01 1.2504e-05 9.8620e-06
8.5135e+01 2.7679e+00 6.1718e-01 1.2158e-05 9.5881e-06
8.5225e+01 2.7646e+00 6.1610e-01 1.1821e-05 9.3219e-06
8.5315e+01 2.7612e+00 6.1503e-01 1.1493e-05 9.0631e-06
8.5405e+01 2.7579e+00 6.1396e-01 1.1175e-05 8.8117e-06
8.5495e+01 2.7546e+00 6.1290e-01 1.0866e-05 8.5673e-06
8.5586e+01 2.7513e+00 6.1183e-01 1.0565e-05 8.3298e-06
8.5676e+01 2.7481e+00 6.1077e-01 1.0273e-05 8.0989e-06
8.5766e+01 2.7448e+00 6.0972e-01 9.9888e-06 7.8746e-06
8.5856e+01 2.7415e+00 6.0866e-01 9.7127e-06 7.6565e-06
8.5946e+01 2.7383e+00 6.0761e-01 9.4443e-06 7.4446e-06
8.6036e+01 2.7350e+00 6.0656e-01 9.1835e-06 7.2386e-06
8.6126e+01 2.7318e+00 6.0552e-01 8.9300e-06 7.0384e-06
8.6216e+01 2.7285e+00 6.0448e-01 8.6836e-06 6.8438e-06
8.6306e+01 2.7253e+00 6.0344e-01 8.4440e-06 6.6547e-06
8.6396e+01 2.7221e+00 6.0240e-01 8.2112e-06 6.4708e-06
8.6486e+01 2.7188e+00 6.0137e-01 7.9849e-06 6.2922e-06
8.6577e+01 2.7156e+00 6.0034e-01 7.7649e-06 6.1185e-06
8.6667e+01 2.7124e+00 5.9931e-01 7.5510e-06 5.9496e-06
8.6757e+01 2.7092e+00 5.9829e-01 7.3431e-06 5.7855e-06
8.6847e+01 2.7060e+00 5.9727e-01 7.1410e-06 5.6260e-06
8.6937e+01 2.7029e+00 5.9625e-01 6.9446e-06 5.4710e-06
8.7027e+01 2.6997e+00 5.9523e-01 6.7536e-06 5.3202e-06
8.7117e+01 2.6965e+00 5.9422e-01 6.5680e-06 5.1737e-06
8.7207e+01 2.6934e+00 5.9321e-01 6.3875e-06 5.0313e-06
8.7297e+01 2.6902e+00 5.9220e-01 6.2121e-06 4.8929e-06
8.7387e+01 2.6871e+00 5.9120e-01 6.0415e-06 4.7583e-06
8.7477e+01 2.6839e+00 5.9019e-01 5.8757e-06 4.6274e-06
8.7568e+01 2.6808e+00 5.8920e-01 5.7145e-06 4.5003e-06
8.7658e+01 2.6777e+00 5.8820e-01 5.5578e-06 4.3766e-06
8.7748e+01 2.6746e+00 5.8720e-01 5.4054e-06 4.2564e-06
8.7838e+01 2.6715e+00 5.8621e-01 5.2573e-06 4.1396e-06
8.7928e+01 2.6684e+00 5.8523e-01 5.1133e-06 4.0260e-06
8.8018e+01 2.6653e+00 5.8424e-01 4.9733e-06 3.9155e-06
8.8108e+01 2.6622e+00 5.8326e-01 4.8372e-06 3.8081e-06
8.8198e+01 2.6591e+00 5.8228e-01 4.7048e-06 3.7038e-06
8.8288e+01 2.6560e+00 5.8130e-01 4.5761e-06 3.6023e-06
8.8378e+01 2.6530e+00 5.8033e-01 4.4510e-06 3.5036e-06
8.8468e+01 2.6499e+00 5.7935e-01 4.3294e-06 3.4077e-06
8.8559e+01 2.6468e+00 5.7838e-01 4.2111e-06 3.3144e-06
8.8649e+01 2.6438e+00 5.7742e-01 4.0961e-06 3.2237e-06
8.8739e+01 2.6408e+00 5.7645e-01 3.9843e-06 3.1356e-06
8.8829e+01 2.6377e+00 5.7549e-01 3.8756e-06 3.0499e-06
8.8919e+01 2.6347e+00 5.7453e-01 3.7699e-06 2.9665e-06
8.9009e+01 2.6317e+00 5.7358e-01 3.6671e-06 2.8855e-06
8.9099e+01 2.6287e+00 5.7262e-01 3.5671e-06 2.8067e-06
8.9189e+01 2.6257e+00 5.7167e-01 3.4700e-06 2.7301e-06
8.9279e+01 2.6227e+00 5.7072e-01 3.3754e-06 2.6556e-06
8.9369e+01 2.6197e+00 5.6978e-01 3.2836e-06 2.5832e-06
8.9459e+01 2.6167e+00 5.6883e-01 3.1942e-06 2.5127e-06
8.9550e+01 2.6137e+00 5.6789e-01 3.1073e-06 2.4443e-06
8.9640e+01 2.6107e+00 5.6696e-01 3.0228e-06 2.3777e-06
8.9730e+01 2.6078e+00 5.6602e-01 2.9406e-06 2.3129e-06
8.9820e+01 2.6048e+00 5.6509e-01 2.8607e-06 2.2500e-06
8.9910e+01 2.6019e+00 5.6416e-01 2.7830e-06 2.1887e-06
9.0000e+01 2.5989e+00 5.6323e-01 2.7075e-06 2.1292e-06
9.0090e+01 2.5960e+00 5.6230e-01 2.6340e-06 2.0713e-06
9.0180e+01 2.5930e+00 5.6138e-01 2.5625e-06 2.0150e-06
9.0270e+01 2.5901e+00 5.6046e-01 2.4930e-06 1.9603e-06
9.0360e+01 2.5872e+00 5.5954e-01 2.4254e-06 1.9070e-06
9.0450e+01 2.5843e+00 5.5862e-01 2.3597e-06 1.8552e-06
9.0541e+01 2.5814e+00 5.5771e-01 2.2958e-06 1.8049e-06
9.0631e+01 2.5785e+00 5.5680e-01 2.2336e-06 1.7559e-06
9.0721e+01 2.5756e+00 5.5589e-01 2.1731e-06 1.7083e-06
9.0811e+01 2.5727e+00 5.5498e-01 2.1143e-06 1.6620e-06
9.0901e+01 2.5698e+00 5.5408e-01 2.0571e-06 1.6170e-06
9.0991e+01 2.5669e+00 5.5318e-01 2.0015e-06 1.5732e-06
9.1081e+01 2.5640e+00 5.5228e-01 1.9474e-06 1.5306e-06
9.1171e+01 2.5612e+00 5.5138e-01 1.8948e-06 1.4891e-06
9.1261e+01 2.5583e+00 5.5049e-01 1.8436e-06 1.4488e-06
9.1351e+01 2.5555e+00 5.4960e-01 1.7939e-06 1.4097e-06
9.1441e+01 2.5526e+00 5.4871e-01 1.7454e-06 1.3715e-06
9.1532e+01 2.5498e+00 5.4782e-01 1.6984e-06 1.3345e-06
9.1622e+01 2.5470e+00 5.4694e-01 1.6526e-06 1.2984e-06
9.1712e+01 2.5441e+00 5.4605e-01 1.6080e-06 1.2634e-06
9.1802e+01 2.5413e+00 5.4517e-01 1.5647e-06 1.2293e-06
9.1892e+01 2.5385e+00 5.4430e-01 1.5225e-06 1.1961e-06
9.1982e+01 2.5357e+00 5.4342e-01 1.4815e-06 1.1638e-06
9.2072e+01 2.5329e+00 5.4255e-01 1.4417e-06 1.1324e-06
9.2162e+01 2.5301e+00 5.4168e-01 1.4029e-06 1.1019e-06
9.2252e+01 2.5273e+00 5.4081e-01 1.3651e-06 1.0722e-06
9.2342e+01 2.5245e+00 5.3994e-01 1.3284e-06 1.0433e-06
9.2432e+01 2.5217e+00 5.3908e-01 1.2927e-06 1.0152e-06
9.2523e+01 2.5189e+00 5.3822e-01 1.2580e-06 9.8791e-07
9.2613e+01 2.5162e+00 5.3736e-01 1.2242e-06 9.6133e-07
9.2703e+01 2.5134e+00 5.3650e-01 1.1913e-06 9.3548e-07
9.2793e+01 2.5107e+00 5.3564e-01 1.1594e-06 9.1033e-07
9.2883e+01 2.5079e+00 5.3479e-01 1.1283e-06 8.8586e-07
9.2973e+01 2.5052e+00 5.3394e-01 1.0980e-06 8.6206e-07
9.3063e+01 2.5024e+00 5.3309e-01 1.0686e-06 8.3891e-07
9.3153e+01 2.4997e+00 5.3224e-01 1.0399e-06 8.1639e-07
9.3243e+01 2.4970e+00 5.3140e-01 1.0121e-06 7.9448e-07
9.3333e+01 2.4943e+00 5.3056e-01 9.8498e-07 7.7317e-07
9.3423e+01 2.4915e+00 5.2972e-01 9.5861e-07 7.5244e-07
9.3514e+01 2.4888e+00 5.2888e-01 9.3296e-07 7.3227e-07
9.3604e+01 2.4861e+00 5.2805e-01 9.0801e-07 7.1265e-07
9.3694e+01 2.4834e+00 5.2721e-01 8.8373e-07 6.9356e-07
9.3784e+01 2.4807e+00 5.2638e-01 8.6011e-07 6.7499e-07
9.3874e+01 2.4781e+00 5.2555e-01 8.3713e-07 6.5692e-07
9.3964e+01 2.4754e+00 5.2473e-01 8.1477e-07 6.3934e-07
9.4054e+01 2.4727e+00 5.2390e-01 7.9302e-07 6.2224e-07
9.4144e+01 2.4700e+00 5.2308e-01 7.7185e-07 6.0561e-07
9.4234e+01 2.4674e+00 5.2226e-01 7.5126e-07 5.8942e-07
9.4324e+01 2.4647e+00 5.2144e-01 7.3122e-07 5.7367e-07
9.4414e+01 2.4620e+00 5.2062e-01 7.1173e-07 5.5835e-07
9.4505e+01 2.4594e+00 5.1981e-01 6.9276e-07 5.4345e-07
9.4595e+01 2.4568e+00 5.1900e-01 6.7431e-07 5.2894e-07
9.4685e+01 2.4541e+00 5.1819e-01 6.5635e-07 5.1483e-07
9.4775e+01 2.4515e+00 5.1738e-01 6.3888e-07 5.0110e-07
9.4865e+01 2.4489e+00 5.1657e-01 6.2188e-07 4.8775e-07
9.4955e+01 2.4462e+00 5.1577e-01 6.0534e-07 4.7475e-07
9.5045e+01 2.4436e+00 5.1497e-01 5.8924e-07 4.6210e-07
9.5135e+01 2.4410e+00 5.1417e-01 5.7358e-07 4.4980e-07
9.5225e+01 2.4384e+00 5.1337e-01 5.5834e-07 4.3782e-07
9.5315e+01 2.4358e+00 5.1257e-01 5.4351e-07 4.2617e-07
9.5405e+01 2.4332e+00 5.1178e-01 5.2907e-07 4.1484e-07
9.5495e+01 2.4306e+00 5.1099e-01 5.1503e-07 4.0381e-07
9.5586e+01 2.4281e+00 5.1020e-01 5.0137e-07 3.9307e-07
9.5676e+01 2.4255e+00 5.0941e-01 4.8807e-07 3.8263e-07
9.5766e+01 2.4229e+00 5.0863e-01 4.7513e-07 3.7247e-07
9.5856e+01 2.4203e+00 5.0784e-01 4.6254e-07 3.6258e-07
9.5946e+01 2.4178e+00 5.0706e-01 4.5028e-07 3.5296e-07
9.6036e+01 2.4152e+00 5.0628e-01 4.3836e-07 3.4359e-07
9.6126e+01 2.4127e+00 5.0550e-01 4.2675e-07 3.3448e-07
9.6216e+01 2.4101e+00 5.0473e-01 4.1546e-07 3.2561e-07
9.6306e+01 2.4076e+00 5.0395e-01 4.0446e-07 3.1698e-07
9.6396e+01 2.4051e+00 5.0318e-01 3.9377e-07 3.0858e-07
9.6486e+01 2.4025e+00 5.0241e-01 3.8336e-07 3.0041e-07
9.6577e+01 2.4000e+00 5.0164e-01 3.7323e-07 2.9246e-07
9.6667e+01 2.3975e+00 5.0088e-01 3.6337e-07 2.8472e-07
9.6757e+01 2.3950e+00 5.0011e-01 3.5377e-07 2.7719e-07
9.6847e+01 2.3925e+00 4.9935e-01 3.4443e-07 2.6986e-07
9.6937e+01 2.3900e+00 4.9859e-01 3.3534e-07 2.6272e-07
9.7027e+01 2.3875e+00 4.9783e-01 3.2650e-07 2.5578e-07
9.7117e+01 2.3850e+00 4.9707e-01 3.1789e-07 2.4902e-07
9.7207e+01 2.3825e+00 4.9632e-01 3.0951e-07 2.4245e-07
9.7297e+01 2.3800e+00 4.9556e-01 3.0135e-07 2.3605e-07
9.7387e+01 2.3775e+00 4.9481e-01 2.9341e-07 2.2982e-07
9.7477e+01 2.3750e+00 4.9406e-01 2.8569e-07 2.2376e-07
9.7568e+01 2.3726e+00 4.9332e-01 2.7817e-07 2.1786e-07
9.7658e+01 2.3701e+00 4.9257e-01 2.7085e-07 2.1211e-07
9.7748e+01 2.3676e+00 4.9183e-01 2.6372e-07 2.0652e-07
9.7838e+01 2.3652e+00 4.9109e-01 2.5679e-07 2.0108e-07
9.7928e+01 2.3627e+00 4.9035e-01 2.5004e-07 1.9579e-07
9.8018e+01 2.3603e+00 4.8961e-01 2.4347e-07 1.9064e-07
9.8108e+01 2.3579e+00 4.8887e-01 2.3707e-07 1.8562e-07
9.8198e+01 2.3554e+00 4.8814e-01 2.3085e-07 1.8074e-07
9.8288e+01 2.3530e+00 4.8740e-01 2.2479e-07 1.7599e-07
9.8378e+01 2.3506e+00 4.8667e-01 2.1889e-07 1.7136e-07
9.8468e+01 2.3482e+00 4.8594e-01 2.1315e-07 1.6686e-07
9.8559e+01 2.3457e+00 4.8522e-01 2.0756e-07 1.6248e-07
9.8649e+01 2.3433e+00 4.8449e-01 2.0212e-07 1.5821e-07
9.8739e+01 2.3409e+00 4.8377e-01 1.9683e-07 1.5406e-07
9.8829e+01 2.3385e+00 4.8304e-01 1.9167e-07 1.5001e-07
9.8919e+01 2.3361e+00 4.8232e-01 1.8665e-07 1.4608e-07
9.9009e+01 2.3337e+00 4.8160e-01 1.8177e-07 1.4225e-07
9.9099e+01 2.3314e+00 4.8089e-01 1.7701e-07 1.3852e-07
9.9189e+01 2.3290e+00 4.8017e-01 1.7238e-07 1.3489e-07
9.9279e+01 2.3266e+00 4.7946e-01 1.6788e-07 1.3136e-07
9.9369e+01 2.3242e+00 4.7875e-01 1.6349e-07 1.2792e-07
9.9459e+01 2.3219e+00 4.7804e-01 1.5922e-07 1.2457e-07
9.9550e+01 2.3195e+00 4.7733e-01 1.5506e-07 1.2131e-07
9.9640e+01 2.3171e+00 4.7662e-01 1.5101e-07 1.1814e-07
9.9730e+01 2.3148e+00 4.7592e-01 1.4707e-07 1.1505e-07
9.9820e+01 2.3124e+00 4.7521e-01 1.4323e-07 1.1205e-07
9.9910e+01 2.3101e+00 4.7451e-01 1.3950e-07 1.0912e-07
1.0000e+02 2.3078e+00 4.7381e-01 1.3586e-07 1.0627e-07
