# freq, I_pwr, V_pwr, I_th, V_th
4.1261e+01 6.4364e+00 2.0705e+00 1.2240e+01 4.5405e+00
4.1351e+01 6.4197e+00 2.0629e+00 1.2179e+01 4.6658e+00
4.1441e+01 6.4030e+00 2.0553e+00 1.2117e+01 4.7891e+00
4.1532e+01 6.3864e+00 2.0478e+00 1.2055e+01 4.9101e+00
4.1622e+01 6.3699e+00 2.0403e+00 1.1992e+01 5.0286e+00
4.1712e+01 6.3535e+00 2.0329e+00 1.1930e+01 5.1443e+00
4.1802e+01 6.3371e+00 2.0255e+00 1.1866e+01 5.2569e+00
4.1892e+01 6.3208e+00 2.0182e+00 1.1802e+01 5.3661e+00
4.1982e+01 6.3046e+00 2.0108e+00 1.1737e+01 5.4717e+00
4.2072e+01 6.2885e+00 2.0036e+00 1.1671e+01 5.5734e+00
4.2162e+01 6.2725e+00 1.9964e+00 1.1604e+01 5.6708e+00
4.2252e+01 6.2565e+00 1.9892e+00 1.1535e+01 5.7637e+00
4.2342e+01 6.2406e+00 1.9820e+00 1.1464e+01 5.8518e+00
4.2432e+01 6.2248e+00 1.9749e+00 1.1391e+01 5.9349e+00
4.2523e+01 6.2091e+00 1.9679e+00 1.1316e+01 6.0127e+00
4.2613e+01 6.1935e+00 1.9609e+00 1.1239e+01 6.0850e+00
4.2703e+01 6.1779e+00 1.9539e+00 1.1159e+01 6.1517e+00
4.2793e+01 6.1624e+00 1.9469e+00 1.1076e+01 6.2124e+00
4.2883e+01 6.1469e+00 1.9400e+00 1.0991e+01 6.2670e+00
4.2973e+01 6.1316e+00 1.9332e+00 1.0902e+01 6.3155e+00
4.3063e+01 6.1163e+00 1.9264e+00 1.0810e+01 6.3576e+00
4.3153e+01 6.1011e+00 1.9196e+00 1.0715e+01 6.3934e+00
4.3243e+01 6.0859e+00 1.9128e+00 1.0617e+01 6.4226e+00
4.3333e+01 6.0708e+00 1.9061e+00 1.0515e+01 6.4454e+00
4.3423e+01 6.0558e+00 1.8994e+00 1.0410e+01 6.4617e+00
4.3514e+01 6.0409e+00 1.8928e+00 1.0301e+01 6.4715e+00
4.3604e+01 6.0260e+00 1.8862e+00 1.0189e+01 6.4748e+00
4.3694e+01 6.0113e+00 1.8797e+00 1.0074e+01 6.4718e+00
4.3784e+01 5.9965e+00 1.8731e+00 9.9553e+00 6.4625e+00
4.3874e+01 5.9819e+00 1.8666e+00 9.8333e+00 6.4471e+00
4.3964e+01 5.9673e+00 1.8602e+00 9.7082e+00 6.4257e+00
4.4054e+01 5.9528e+00 1.8538e+00 9.5801e+00 6.3984e+00
4.4144e+01 5.9383e+00 1.8474e+00 9.4490e+00 6.3655e+00
4.4234e+01 5.9239e+00 1.8411e+00 9.3152e+00 6.3272e+00
4.4324e+01 5.9096e+00 1.8347e+00 9.1788e+00 6.2835e+00
4.4414e+01 5.8953e+00 1.8285e+00 9.0401e+00 6.2349e+00
4.4505e+01 5.8812e+00 1.8222e+00 8.8990e+00 6.1815e+00
4.4595e+01 5.8670e+00 1.8160e+00 8.7560e+00 6.1235e+00
4.4685e+01 5.8530e+00 1.8099e+00 8.6111e+00 6.0613e+00
4.4775e+01 5.8390e+00 1.8037e+00 8.4646e+00 5.9950e+00
4.4865e+01 5.8250e+00 1.7976e+00 8.3166e+00 5.9249e+00
4.4955e+01 5.8112e+00 1.7915e+00 8.1674e+00 5.8514e+00
4.5045e+01 5.7973e+00 1.7855e+00 8.0173e+00 5.7746e+00
4.5135e+01 5.7836e+00 1.7795e+00 7.8663e+00 5.6948e+00
4.5225e+01 5.7699e+00 1.7735e+00 7.7147e+00 5.6123e+00
4.5315e+01 5.7563e+00 1.7676e+00 7.5628e+00 5.5274e+00
4.5405e+01 5.7427e+00 1.7617e+00 7.4106e+00 5.4402e+00
4.5495e+01 5.7292e+00 1.7558e+00 7.2585e+00 5.3510e+00
4.5586e+01 5.7158e+00 1.7499e+00 7.1065e+00 5.2602e+00
4.5676e+01 5.7024e+00 1.7441e+00 6.9550e+00 5.1678e+00
4.5766e+01 5.6891e+00 1.7383e+00 6.8039e+00 5.0742e+00
4.5856e+01 5.6758e+00 1.7326e+00 6.6536e+00 4.9795e+00
4.5946e+01 5.6626e+00 1.7269e+00 6.5042e+00 4.8840e+00
4.6036e+01 5.6495e+00 1.7212e+00 6.3558e+00 4.7878e+00
4.6126e+01 5.6364e+00 1.7155e+00 6.2086e+00 4.6912e+00
4.6216e+01 5.6233e+00 1.7099e+00 6.0627e+00 4.5943e+00
4.6306e+01 5.6104e+00 1.7043e+00 5.9182e+00 4.4973e+00
4.6396e+01 5.5974e+00 1.6987e+00 5.7753e+00 4.4004e+00
4.6486e+01 5.5846e+00 1.6931e+00 5.6340e+00 4.3036e+00
4.6577e+01 5.5718e+00 1.6876e+00 5.4945e+00 4.2072e+00
4.6667e+01 5.5590e+00 1.6821e+00 5.3568e+00 4.1113e+00
4.6757e+01 5.5463e+00 1.6767e+00 5.2210e+00 4.0160e+00
4.6847e+01 5.5337e+00 1.6712e+00 5.0873e+00 3.9214e+00
4.6937e+01 5.5211e+00 1.6658e+00 4.9556e+00 3.8277e+00
4.7027e+01 5.5086e+00 1.6605e+00 4.8261e+00 3.7349e+00
4.7117e+01 5.4961e+00 1.6551e+00 4.6988e+00 3.6430e+00
4.7207e+01 5.4837e+00 1.6498e+00 4.5737e+00 3.5523e+00
4.7297e+01 5.4713e+00 1.6445e+00 4.4508e+00 3.4627e+00
4.7387e+01 5.4590e+00 1.6392e+00 4.3303e+00 3.3744e+00
4.7477e+01 5.4467e+00 1.6340e+00 4.2120e+00 3.2873e+00
4.7568e+01 5.4345e+00 1.6288e+00 4.0962e+00 3.2016e+00
4.7658e+01 5.4224e+00 1.6236e+00 3.9827e+00 3.1173e+00
4.7748e+01 5.4103e+00 1.6185e+00 3.8715e+00 3.0344e+00
4.7838e+01 5.3982e+00 1.6133e+00 3.7627e+00 2.9529e+00
4.7928e+01 5.3862e+00 1.6082e+00 3.6564e+00 2.8730e+00
4.8018e+01 5.3743e+00 1.6031e+00 3.5523e+00 2.7945e+00
4.8108e+01 5.3624e+00 1.5981e+00 3.4507e+00 2.7176e+00
4.8198e+01 5.3505e+00 1.5931e+00 3.3514e+00 2.6423e+00
4.8288e+01 5.3387e+00 1.5881e+00 3.2544e+00 2.5684e+00
4.8378e+01 5.3269e+00 1.5831e+00 3.1597e+00 2.4962e+00
4.8468e+01 5.3152e+00 1.5781e+00 3.0674e+00 2.4255e+00
4.8559e+01 5.3036e+00 1.5732e+00 2.9773e+00 2.3564e+00
4.8649e+01 5.2920e+00 1.5683e+00 2.8895e+00 2.2889e+00
4.8739e+01 5.2804e+00 1.5634e+00 2.8039e+00 2.2229e+00
4.8829e+01 5.2689e+00 1.5586e+00 2.7205e+00 2.1585e+00
4.8919e+01 5.2574e+00 1.5538e+00 2.6392e+00 2.0956e+00
4.9009e+01 5.2460e+00 1.5489e+00 2.5601e+00 2.0342e+00
4.9099e+01 5.2347e+00 1.5442e+00 2.4831e+00 1.9744e+00
4.9189e+01 5.2233e+00 1.5394e+00 2.4081e+00 1.9160e+00
4.9279e+01 5.2121e+00 1.5347e+00 2.3352e+00 1.8592e+00
4.9369e+01 5.2008e+00 1.5300e+00 2.2642e+00 1.8038e+00
4.9459e+01 5.1897e+00 1.5253e+00 2.1952e+00 1.7498e+00
4.9550e+01 5.1785e+00 1.5206e+00 2.1281e+00 1.6972e+00
4.9640e+01 5.1674e+00 1.5160e+00 2.0629e+00 1.6461e+00
4.9730e+01 5.1564e+00 1.5114e+00 1.9995e+00 1.5963e+00
4.9820e+01 5.1454e+00 1.5068e+00 1.9379e+00 1.5479e+00
4.9910e+01 5.1344e+00 1.5022e+00 1.8781e+00 1.5007e+00
5.0000e+01 5.1235e+00 1.4976e+00 1.8200e+00 1.4549e+00
5.0090e+01 5.1127e+00 1.4931e+00 1.7635e+00 1.4104e+00
5.0180e+01 5.1018e+00 1.4886e+00 1.7087e+00 1.3671e+00
5.0270e+01 5.0911e+00 1.4841e+00 1.6555e+00 1.3250e+00
5.0360e+01 5.0803e+00 1.4797e+00 1.6039e+00 1.2841e+00
5.0450e+01 5.0696e+00 1.4752e+00 1.5538e+00 1.2444e+00
5.0541e+01 5.0590e+00 1.4708e+00 1.5051e+00 1.2059e+00
5.0631e+01 5.0484e+00 1.4664e+00 1.4579e+00 1.1684e+00
5.0721e+01 5.0378e+00 1.4620e+00 1.4122e+00 1.1321e+00
5.0811e+01 5.0273e+00 1.4577e+00 1.3678e+00 1.0968e+00
5.0901e+01 5.0168e+00 1.4533e+00 1.3247e+00 1.0625e+00
5.0991e+01 5.0064e+00 1.4490e+00 1.2829e+00 1.0293e+00
5.1081e+01 4.9960e+00 1.4447e+00 1.2424e+00 9.9703e-01
5.1171e+01 4.9856e+00 1.4404e+00 1.2032e+00 9.6574e-01
5.1261e+01 4.9753e+00 1.4362e+00 1.1651e+00 9.3539e-01
5.1351e+01 4.9650e+00 1.4320e+00 1.1282e+00 9.0595e-01
5.1441e+01 4.9548e+00 1.4278e+00 1.0924e+00 8.7740e-01
5.1532e+01 4.9446e+00 1.4236e+00 1.0578e+00 8.4972e-01
5.1622e+01 4.9344e+00 1.4194e+00 1.0242e+00 8.2287e-01
5.1712e+01 4.9243e+00 1.4152e+00 9.9164e-01 7.9685e-01
5.1802e+01 4.9143e+00 1.4111e+00 9.6010e-01 7.7162e-01
5.1892e+01 4.9042e+00 1.4070e+00 9.2954e-01 7.4717e-01
5.1982e+01 4.8942e+00 1.4029e+00 8.9993e-01 7.2347e-01
5.2072e+01 4.8843e+00 1.3988e+00 8.7126e-01 7.0051e-01
5.2162e+01 4.8743e+00 1.3948e+00 8.4347e-01 6.7825e-01
5.2252e+01 4.8645e+00 1.3907e+00 8.1656e-01 6.5668e-01
5.2342e+01 4.8546e+00 1.3867e+00 7.9050e-01 6.3579e-01
5.2432e+01 4.8448e+00 1.3827e+00 7.6526e-01 6.1555e-01
5.2523e+01 4.8351e+00 1.3787e+00 7.4081e-01 5.9594e-01
5.2613e+01 4.8253e+00 1.3748e+00 7.1713e-01 5.7694e-01
5.2703e+01 4.8156e+00 1.3708e+00 6.9421e-01 5.5854e-01
5.2793e+01 4.8060e+00 1.3669e+00 6.7201e-01 5.4071e-01
5.2883e+01 4.7964e+00 1.3630e+00 6.5051e-01 5.2345e-01
5.2973e+01 4.7868e+00 1.3591e+00 6.2969e-01 5.0673e-01
5.3063e+01 4.7772e+00 1.3552e+00 6.0954e-01 4.9054e-01
5.3153e+01 4.7677e+00 1.3514e+00 5.9003e-01 4.7486e-01
5.3243e+01 4.7583e+00 1.3475e+00 5.7114e-01 4.5968e-01
5.3333e+01 4.7488e+00 1.3437e+00 5.5285e-01 4.4498e-01
5.3423e+01 4.7394e+00 1.3399e+00 5.3514e-01 4.3074e-01
5.3514e+01 4.7301e+00 1.3361e+00 5.1800e-01 4.1696e-01
5.3604e+01 4.7207e+00 1.3324e+00 5.0141e-01 4.0361e-01
5.3694e+01 4.7114e+00 1.3286e+00 4.8535e-01 3.9069e-01
5.3784e+01 4.7022e+00 1.3249e+00 4.6980e-01 3.7819e-01
5.3874e+01 4.6930e+00 1.3212e+00 4.5475e-01 3.6608e-01
5.3964e+01 4.6838e+00 1.3175e+00 4.4019e-01 3.5435e-01
5.4054e+01 4.6746e+00 1.3138e+00 4.2609e-01 3.4301e-01
5.4144e+01 4.6655e+00 1.3101e+00 4.1244e-01 3.3202e-01
5.4234e+01 4.6564e+00 1.3065e+00 3.9923e-01 3.2139e-01
5.4324e+01 4.6474e+00 1.3028e+00 3.8644e-01 3.1109e-01
5.4414e+01 4.6383e+00 1.2992e+00 3.7407e-01 3.0113e-01
5.4505e+01 4.6294e+00 1.2956e+00 3.6209e-01 2.9149e-01
5.4595e+01 4.6204e+00 1.2920e+00 3.5050e-01 2.8215e-01
5.4685e+01 4.6115e+00 1.2885e+00 3.3928e-01 2.7312e-01
5.4775e+01 4.6026e+00 1.2849e+00 3.2842e-01 2.6437e-01
5.4865e+01 4.5938e+00 1.2814e+00 3.1791e-01 2.5591e-01
5.4955e+01 4.5849e+00 1.2779e+00 3.0774e-01 2.4771e-01
5.5045e+01 4.5761e+00 1.2743e+00 2.9789e-01 2.3978e-01
5.5135e+01 4.5674e+00 1.2709e+00 2.8837e-01 2.3211e-01
5.5225e+01 4.5587e+00 1.2674e+00 2.7914e-01 2.2468e-01
5.5315e+01 4.5500e+00 1.2639e+00 2.7022e-01 2.1749e-01
5.5405e+01 4.5413e+00 1.2605e+00 2.6158e-01 2.1054e-01
5.5495e+01 4.5327e+00 1.2571e+00 2.5323e-01 2.0380e-01
5.5586e+01 4.5241e+00 1.2536e+00 2.4514e-01 1.9728e-01
5.5676e+01 4.5155e+00 1.2502e+00 2.3731e-01 1.9098e-01
5.5766e+01 4.5070e+00 1.2469e+00 2.2973e-01 1.8487e-01
5.5856e+01 4.4985e+00 1.2435e+00 2.2240e-01 1.7897e-01
5.5946e+01 4.4900e+00 1.2401e+00 2.1530e-01 1.7325e-01
5.6036e+01 4.4816e+00 1.2368e+00 2.0843e-01 1.6771e-01
5.6126e+01 4.4732e+00 1.2335e+00 2.0179e-01 1.6236e-01
5.6216e+01 4.4648e+00 1.2302e+00 1.9535e-01 1.5718e-01
5.6306e+01 4.4564e+00 1.2269e+00 1.8913e-01 1.5216e-01
5.6396e+01 4.4481e+00 1.2236e+00 1.8310e-01 1.4731e-01
5.6486e+01 4.4398e+00 1.2203e+00 1.7727e-01 1.4261e-01
5.6577e+01 4.4315e+00 1.2171e+00 1.7163e-01 1.3806e-01
5.6667e+01 4.4233e+00 1.2138e+00 1.6616e-01 1.3366e-01
5.6757e+01 4.4151e+00 1.2106e+00 1.6088e-01 1.2940e-01
5.6847e+01 4.4069e+00 1.2074e+00 1.5576e-01 1.2528e-01
5.6937e+01 4.3988e+00 1.2042e+00 1.5081e-01 1.2129e-01
5.7027e+01 4.3907e+00 1.2010e+00 1.4602e-01 1.1743e-01
5.7117e+01 4.3826e+00 1.1978e+00 1.4138e-01 1.1369e-01
5.7207e+01 4.3745e+00 1.1947e+00 1.3689e-01 1.1008e-01
5.7297e+01 4.3665e+00 1.1915e+00 1.3254e-01 1.0657e-01
5.7387e+01 4.3585e+00 1.1884e+00 1.2834e-01 1.0319e-01
5.7477e+01 4.3505e+00 1.1853e+00 1.2427e-01 9.9908e-02
5.7568e+01 4.3426e+00 1.1822e+00 1.2033e-01 9.6735e-02
5.7658e+01 4.3346e+00 1.1791e+00 1.1651e-01 9.3663e-02
5.7748e+01 4.3268e+00 1.1760e+00 1.1282e-01 9.0690e-02
5.7838e+01 4.3189e+00 1.1729e+00 1.0925e-01 8.7813e-02
5.7928e+01 4.3111e+00 1.1699e+00 1.0579e-01 8.5028e-02
5.8018e+01 4.3032e+00 1.1669e+00 1.0244e-01 8.2332e-02
5.8108e+01 4.2955e+00 1.1638e+00 9.9201e-02 7.9723e-02
5.8198e+01 4.2877e+00 1.1608e+00 9.6064e-02 7.7197e-02
5.8288e+01 4.2800e+00 1.1578e+00 9.3028e-02 7.4753e-02
5.8378e+01 4.2723e+00 1.1548e+00 9.0089e-02 7.2387e-02
5.8468e+01 4.2646e+00 1.1519e+00 8.7245e-02 7.0097e-02
5.8559e+01 4.2570e+00 1.1489e+00 8.4491e-02 6.7880e-02
5.8649e+01 4.2493e+00 1.1459e+00 8.1825e-02 6.5734e-02
5.8739e+01 4.2417e+00 1.1430e+00 7.9245e-02 6.3657e-02
5.8829e+01 4.2342e+00 1.1401e+00 7.6747e-02 6.1646e-02
5.8919e+01 4.2266e+00 1.1372e+00 7.4328e-02 5.9700e-02
5.9009e+01 4.2191e+00 1.1343e+00 7.1987e-02 5.7816e-02
5.9099e+01 4.2116e+00 1.1314e+00 6.9721e-02 5.5992e-02
5.9189e+01 4.2041e+00 1.1285e+00 6.7527e-02 5.4226e-02
5.9279e+01 4.1967e+00 1.1256e+00 6.5403e-02 5.2517e-02
5.9369e+01 4.1893e+00 1.1228e+00 6.3347e-02 5.0863e-02
5.9459e+01 4.1819e+00 1.1199e+00 6.1356e-02 4.9261e-02
5.9550e+01 4.1745e+00 1.1171e+00 5.9429e-02 4.7710e-02
5.9640e+01 4.1672e+00 1.1143e+00 5.7563e-02 4.6209e-02
5.9730e+01 4.1599e+00 1.1115e+00 5.5756e-02 4.4756e-02
5.9820e+01 4.1526e+00 1.1087e+00 5.4007e-02 4.3349e-02
5.9910e+01 4.1453e+00 1.1059e+00 5.2314e-02 4.1987e-02
6.0000e+01 4.1381e+00 1.1031e+00 5.0674e-02 4.0668e-02
6.0090e+01 4.1308e+00 1.1003e+00 4.9087e-02 3.9392e-02
6.0180e+01 4.1237e+00 1.0976e+00 4.7550e-02 3.8156e-02
6.0270e+01 4.1165e+00 1.0949e+00 4.6062e-02 3.6959e-02
6.0360e+01 4.1093e+00 1.0921e+00 4.4621e-02 3.5800e-02
6.0450e+01 4.1022e+00 1.0894e+00 4.3226e-02 3.4678e-02
6.0541e+01 4.0951e+00 1.0867e+00 4.1875e-02 3.3592e-02
6.0631e+01 4.0880e+00 1.0840e+00 4.0567e-02 3.2541e-02
6.0721e+01 4.0810e+00 1.0813e+00 3.9300e-02 3.1522e-02
6.0811e+01 4.0740e+00 1.0786e+00 3.8073e-02 3.0536e-02
6.0901e+01 4.0670e+00 1.0760e+00 3.6886e-02 2.9582e-02
6.0991e+01 4.0600e+00 1.0733e+00 3.5735e-02 2.8657e-02
6.1081e+01 4.0530e+00 1.0707e+00 3.4622e-02 2.7762e-02
6.1171e+01 4.0461e+00 1.0680e+00 3.3543e-02 2.6895e-02
6.1261e+01 4.0392e+00 1.0654e+00 3.2499e-02 2.6056e-02
6.1351e+01 4.0323e+00 1.0628e+00 3.1487e-02 2.5243e-02
6.1441e+01 4.0254e+00 1.0602e+00 3.0508e-02 2.4456e-02
6.1532e+01 4.0186e+00 1.0576e+00 2.9559e-02 2.3694e-02
6.1622e+01 4.0117e+00 1.0550e+00 2.8640e-02 2.2956e-02
6.1712e+01 4.0049e+00 1.0525e+00 2.7751e-02 2.2241e-02
6.1802e+01 3.9982e+00 1.0499e+00 2.6889e-02 2.1549e-02
6.1892e+01 3.9914e+00 1.0474e+00 2.6054e-02 2.0879e-02
6.1982e+01 3.9847e+00 1.0448e+00 2.5246e-02 2.0230e-02
6.2072e+01 3.9779e+00 1.0423e+00 2.4463e-02 1.9601e-02
6.2162e+01 3.9713e+00 1.0398e+00 2.3705e-02 1.8992e-02
6.2252e+01 3.9646e+00 1.0373e+00 2.2971e-02 1.8403e-02
6.2342e+01 3.9579e+00 1.0348e+00 2.2260e-02 1.7832e-02
6.2432e+01 3.9513e+00 1.0323e+00 2.1571e-02 1.7279e-02
6.2523e+01 3.9447e+00 1.0298e+00 2.0903e-02 1.6743e-02
6.2613e+01 3.9381e+00 1.0273e+00 2.0257e-02 1.6224e-02
6.2703e+01 3.9316e+00 1.0249e+00 1.9631e-02 1.5722e-02
6.2793e+01 3.9250e+00 1.0224e+00 1.9025e-02 1.5235e-02
6.2883e+01 3.9185e+00 1.0200e+00 1.8437e-02 1.4763e-02
6.2973e+01 3.9120e+00 1.0175e+00 1.7868e-02 1.4307e-02
6.3063e+01 3.9055e+00 1.0151e+00 1.7317e-02 1.3865e-02
6.3153e+01 3.8991e+00 1.0127e+00 1.6783e-02 1.3436e-02
6.3243e+01 3.8926e+00 1.0103e+00 1.6266e-02 1.3021e-02
6.3333e+01 3.8862e+00 1.0079e+00 1.5765e-02 1.2619e-02
6.3423e+01 3.8798e+00 1.0055e+00 1.5279e-02 1.2230e-02
6.3514e+01 3.8734e+00 1.0031e+00 1.4809e-02 1.1853e-02
6.3604e+01 3.8671e+00 1.0008e+00 1.4354e-02 1.1487e-02
6.3694e+01 3.8607e+00 9.9840e-01 1.3912e-02 1.1133e-02
6.3784e+01 3.8544e+00 9.9605e-01 1.3485e-02 1.0790e-02
6.3874e+01 3.8481e+00 9.9370e-01 1.3071e-02 1.0458e-02
6.3964e+01 3.8418e+00 9.9137e-01 1.2669e-02 1.0136e-02
6.4054e+01 3.8356e+00 9.8905e-01 1.2281e-02 9.8247e-03
6.4144e+01 3.8293e+00 9.8673e-01 1.1904e-02 9.5227e-03
6.4234e+01 3.8231e+00 9.8443e-01 1.1539e-02 9.2301e-03
6.4324e+01 3.8169e+00 9.8213e-01 1.1185e-02 8.9466e-03
6.4414e+01 3.8107e+00 9.7984e-01 1.0843e-02 8.6720e-03
6.4505e+01 3.8046e+00 9.7756e-01 1.0511e-02 8.4059e-03
6.4595e+01 3.7984e+00 9.7529e-01 1.0189e-02 8.1481e-03
6.4685e+01 3.7923e+00 9.7303e-01 9.8775e-03 7.8983e-03
6.4775e+01 3.7862e+00 9.7077e-01 9.5755e-03 7.6563e-03
6.4865e+01 3.7801e+00 9.6853e-01 9.2829e-03 7.4218e-03
6.4955e+01 3.7741e+00 9.6629e-01 8.9994e-03 7.1947e-03
6.5045e+01 3.7680e+00 9.6406e-01 8.7247e-03 6.9745e-03
6.5135e+01 3.7620e+00 9.6184e-01 8.4584e-03 6.7612e-03
6.5225e+01 3.7560e+00 9.5963e-01 8.2005e-03 6.5546e-03
6.5315e+01 3.7500e+00 9.5743e-01 7.9505e-03 6.3543e-03
6.5405e+01 3.7440e+00 9.5523e-01 7.7082e-03 6.1603e-03
6.5495e+01 3.7381e+00 9.5304e-01 7.4734e-03 5.9722e-03
6.5586e+01 3.7321e+00 9.5086e-01 7.2459e-03 5.7900e-03
6.5676e+01 3.7262e+00 9.4869e-01 7.0254e-03 5.6134e-03
6.5766e+01 3.7203e+00 9.4653e-01 6.8117e-03 5.4423e-03
6.5856e+01 3.7144e+00 9.4437e-01 6.6047e-03 5.2765e-03
6.5946e+01 3.7086e+00 9.4223e-01 6.4040e-03 5.1158e-03
6.6036e+01 3.7027e+00 9.4009e-01 6.2095e-03 4.9601e-03
6.6126e+01 3.6969e+00 9.3795e-01 6.0210e-03 4.8092e-03
6.6216e+01 3.6911e+00 9.3583e-01 5.8383e-03 4.6630e-03
6.6306e+01 3.6853e+00 9.3371e-01 5.6612e-03 4.5212e-03
6.6396e+01 3.6795e+00 9.3161e-01 5.4896e-03 4.3839e-03
6.6486e+01 3.6737e+00 9.2951e-01 5.3232e-03 4.2507e-03
6.6577e+01 3.6680e+00 9.2741e-01 5.1620e-03 4.1217e-03
6.6667e+01 3.6623e+00 9.2533e-01 5.0057e-03 3.9967e-03
6.6757e+01 3.6566e+00 9.2325e-01 4.8543e-03 3.8755e-03
6.6847e+01 3.6509e+00 9.2118e-01 4.7074e-03 3.7580e-03
6.6937e+01 3.6452e+00 9.1912e-01 4.5651e-03 3.6441e-03
6.7027e+01 3.6395e+00 9.1706e-01 4.4272e-03 3.5338e-03
6.7117e+01 3.6339e+00 9.1502e-01 4.2935e-03 3.4268e-03
6.7207e+01 3.6283e+00 9.1298e-01 4.1638e-03 3.3231e-03
6.7297e+01 3.6227e+00 9.1094e-01 4.0382e-03 3.2226e-03
6.7387e+01 3.6171e+00 9.0892e-01 3.9164e-03 3.1252e-03
6.7477e+01 3.6115e+00 9.0690e-01 3.7983e-03 3.0308e-03
6.7568e+01 3.6060e+00 9.0489e-01 3.6839e-03 2.9393e-03
6.7658e+01 3.6004e+00 9.0289e-01 3.5729e-03 2.8506e-03
6.7748e+01 3.5949e+00 9.0089e-01 3.4653e-03 2.7646e-03
6.7838e+01 3.5894e+00 8.9890e-01 3.3611e-03 2.6812e-03
6.7928e+01 3.5839e+00 8.9692e-01 3.2600e-03 2.6004e-03
6.8018e+01 3.5784e+00 8.9494e-01 3.1620e-03 2.5220e-03
6.8108e+01 3.5730e+00 8.9297e-01 3.0669e-03 2.4461e-03
6.8198e+01 3.5675e+00 8.9101e-01 2.9748e-03 2.3724e-03
6.8288e+01 3.5621e+00 8.8906e-01 2.8855e-03 2.3011e-03
6.8378e+01 3.5567e+00 8.8711e-01 2.7989e-03 2.2319e-03
6.8468e+01 3.5513e+00 8.8517e-01 2.7150e-03 2.1648e-03
6.8559e+01 3.5459e+00 8.8324e-01 2.6336e-03 2.0997e-03
6.8649e+01 3.5406e+00 8.8131e-01 2.5546e-03 2.0367e-03
6.8739e+01 3.5352e+00 8.7939e-01 2.4781e-03 1.9755e-03
6.8829e+01 3.5299e+00 8.7748e-01 2.4039e-03 1.9162e-03
6.8919e+01 3.5246e+00 8.7558e-01 2.3320e-03 1.8588e-03
6.9009e+01 3.5193e+00 8.7368e-01 2.2622e-03 1.8031e-03
6.9099e+01 3.5140e+00 8.7178e-01 2.1946e-03 1.7490e-03
6.9189e+01 3.5087e+00 8.6990e-01 2.1290e-03 1.6966e-03
6.9279e+01 3.5035e+00 8.6802e-01 2.0654e-03 1.6459e-03
6.9369e+01 3.4982e+00 8.6615e-01 2.0037e-03 1.5966e-03
6.9459e+01 3.4930e+00 8.6428e-01 1.9439e-03 1.5489e-03
6.9550e+01 3.4878e+00 8.6242e-01 1.8859e-03 1.5025e-03
6.9640e+01 3.4826e+00 8.6057e-01 1.8297e-03 1.4576e-03
6.9730e+01 3.4774e+00 8.5872e-01 1.7752e-03 1.4141e-03
6.9820e+01 3.4722e+00 8.5688e-01 1.7223e-03 1.3719e-03
6.9910e+01 3.4671e+00 8.5505e-01 1.6710e-03 1.3310e-03
7.0000e+01 3.4620e+00 8.5322e-01 1.6212e-03 1.2913e-03
7.0090e+01 3.4568e+00 8.5140e-01 1.5730e-03 1.2528e-03
7.0180e+01 3.4517e+00 8.4959e-01 1.5262e-03 1.2154e-03
7.0270e+01 3.4466e+00 8.4778e-01 1.4809e-03 1.1792e-03
7.0360e+01 3.4416e+00 8.4597e-01 1.4369e-03 1.1441e-03
7.0450e+01 3.4365e+00 8.4418e-01 1.3942e-03 1.1101e-03
7.0541e+01 3.4315e+00 8.4239e-01 1.3528e-03 1.0770e-03
7.0631e+01 3.4264e+00 8.4061e-01 1.3127e-03 1.0450e-03
7.0721e+01 3.4214e+00 8.3883e-01 1.2737e-03 1.0140e-03
7.0811e+01 3.4164e+00 8.3706e-01 1.2360e-03 9.8384e-04
7.0901e+01 3.4114e+00 8.3529e-01 1.1994e-03 9.5462e-04
7.0991e+01 3.4064e+00 8.3353e-01 1.1638e-03 9.2629e-04
7.1081e+01 3.4015e+00 8.3178e-01 1.1294e-03 8.9881e-04
7.1171e+01 3.3965e+00 8.3003e-01 1.0960e-03 8.7216e-04
7.1261e+01 3.3916e+00 8.2829e-01 1.0635e-03 8.4631e-04
7.1351e+01 3.3867e+00 8.2656e-01 1.0321e-03 8.2123e-04
7.1441e+01 3.3818e+00 8.2483e-01 1.0016e-03 7.9691e-04
7.1532e+01 3.3769e+00 8.2310e-01 9.7201e-04 7.7332e-04
7.1622e+01 3.3720e+00 8.2139e-01 9.4331e-04 7.5044e-04
7.1712e+01 3.3671e+00 8.1967e-01 9.1547e-04 7.2825e-04
7.1802e+01 3.3623e+00 8.1797e-01 8.8847e-04 7.0672e-04
7.1892e+01 3.3574e+00 8.1627e-01 8.6227e-04 6.8584e-04
7.1982e+01 3.3526e+00 8.1457e-01 8.3686e-04 6.6558e-04
7.2072e+01 3.3478e+00 8.1288e-01 8.1220e-04 6.4594e-04
7.2162e+01 3.3430e+00 8.1120e-01 7.8829e-04 6.2687e-04
7.2252e+01 3.3382e+00 8.0952e-01 7.6508e-04 6.0838e-04
7.2342e+01 3.3334e+00 8.0785e-01 7.4257e-04 5.9045e-04
7.2432e+01 3.3287e+00 8.0619e-01 7.2074e-04 5.7305e-04
7.2523e+01 3.3239e+00 8.0453e-01 6.9955e-04 5.5617e-04
7.2613e+01 3.3192e+00 8.0287e-01 6.7900e-04 5.3979e-04
