# f, o1, x1, o2, x2, o3, x3, o4, x4
7.9189e+01 0.0000e+00 0.0000e+00 9.6786e-08 2.2843e-08 8.0679e-12 2.9249e-12 4.7228e-01 1.3079e-01
7.9279e+01 0.0000e+00 0.0000e+00 9.3663e-08 2.2112e-08 7.8247e-12 2.8444e-12 4.6361e-01 1.2843e-01
7.9369e+01 0.0000e+00 0.0000e+00 9.0643e-08 2.1405e-08 7.5804e-12 2.7525e-12 4.5511e-01 1.2611e-01
7.9459e+01 0.0000e+00 0.0000e+00 8.7721e-08 2.0720e-08 7.3458e-12 2.6712e-12 4.4676e-01 1.2383e-01
7.9550e+01 0.0000e+00 0.0000e+00 8.4894e-08 2.0058e-08 7.1211e-12 2.5895e-12 4.3858e-01 1.2160e-01
7.9640e+01 0.0000e+00 0.0000e+00 8.2160e-08 1.9417e-08 6.9063e-12 2.5074e-12 4.3054e-01 1.1940e-01
7.9730e+01 0.0000e+00 0.0000e+00 7.9515e-08 1.8796e-08 6.6904e-12 2.4359e-12 4.2266e-01 1.1725e-01
7.9820e+01 0.0000e+00 0.0000e+00 7.6957e-08 1.8196e-08 6.4846e-12 2.3641e-12 4.1493e-01 1.1514e-01
7.9910e+01 0.0000e+00 0.0000e+00 7.4481e-08 1.7616e-08 6.2889e-12 2.2919e-12 4.0734e-01 1.1306e-01
8.0000e+01 0.0000e+00 0.0000e+00 7.2087e-08 1.7054e-08 6.1033e-12 2.2194e-12 3.9989e-01 1.1103e-01
8.0090e+01 0.0000e+00 0.0000e+00 6.9770e-08 1.6510e-08 5.9169e-12 2.1465e-12 3.9259e-01 1.0903e-01
8.0180e+01 0.0000e+00 0.0000e+00 6.7529e-08 1.5984e-08 5.7296e-12 2.0845e-12 3.8542e-01 1.0707e-01
8.0270e+01 0.0000e+00 0.0000e+00 6.5361e-08 1.5475e-08 5.5525e-12 2.0221e-12 3.7838e-01 1.0515e-01
8.0360e+01 0.0000e+00 0.0000e+00 6.3264e-08 1.4982e-08 5.3858e-12 1.9595e-12 3.7148e-01 1.0326e-01
8.0450e+01 0.0000e+00 0.0000e+00 6.1234e-08 1.4505e-08 5.2184e-12 1.9078e-12 3.6470e-01 1.0141e-01
8.0541e+01 0.0000e+00 0.0000e+00 5.9271e-08 1.4043e-08 5.0614e-12 1.8446e-12 3.5806e-01 9.9586e-02
8.0631e+01 0.0000e+00 0.0000e+00 5.7371e-08 1.3597e-08 4.9149e-12 1.7923e-12 3.5153e-01 9.7800e-02
8.0721e+01 0.0000e+00 0.0000e+00 5.5533e-08 1.3165e-08 4.7564e-12 1.7399e-12 3.4513e-01 9.6047e-02
8.0811e+01 0.0000e+00 0.0000e+00 5.3755e-08 1.2746e-08 4.6198e-12 1.6871e-12 3.3885e-01 9.4327e-02
8.0901e+01 0.0000e+00 0.0000e+00 5.2035e-08 1.2341e-08 4.4712e-12 1.6342e-12 3.3269e-01 9.2638e-02
8.0991e+01 0.0000e+00 0.0000e+00 5.0370e-08 1.1950e-08 4.3447e-12 1.5809e-12 3.2664e-01 9.0980e-02
8.1081e+01 0.0000e+00 0.0000e+00 4.8759e-08 1.1570e-08 4.2062e-12 1.5389e-12 3.2070e-01 8.9352e-02
8.1171e+01 0.0000e+00 0.0000e+00 4.7201e-08 1.1203e-08 4.0785e-12 1.4852e-12 3.1488e-01 8.7755e-02
8.1261e+01 0.0000e+00 0.0000e+00 4.5693e-08 1.0848e-08 3.9616e-12 1.4427e-12 3.0916e-01 8.6186e-02
8.1351e+01 0.0000e+00 0.0000e+00 4.4233e-08 1.0504e-08 3.8327e-12 1.4000e-12 3.0355e-01 8.4647e-02
8.1441e+01 0.0000e+00 0.0000e+00 4.2821e-08 1.0172e-08 3.7262e-12 1.3571e-12 2.9805e-01 8.3136e-02
8.1532e+01 0.0000e+00 0.0000e+00 4.1455e-08 9.8496e-09 3.6076e-12 1.3140e-12 2.9264e-01 8.1653e-02
8.1622e+01 0.0000e+00 0.0000e+00 4.0133e-08 9.5379e-09 3.5001e-12 1.2822e-12 2.8734e-01 8.0196e-02
8.1712e+01 0.0000e+00 0.0000e+00 3.8853e-08 9.2361e-09 3.3920e-12 1.2387e-12 2.8214e-01 7.8767e-02
8.1802e+01 0.0000e+00 0.0000e+00 3.7615e-08 8.9440e-09 3.2951e-12 1.2067e-12 2.7703e-01 7.7364e-02
8.1892e+01 0.0000e+00 0.0000e+00 3.6417e-08 8.6613e-09 3.1861e-12 1.1628e-12 2.7202e-01 7.5986e-02
8.1982e+01 0.0000e+00 0.0000e+00 3.5258e-08 8.3876e-09 3.0999e-12 1.1304e-12 2.6710e-01 7.4634e-02
8.2072e+01 0.0000e+00 0.0000e+00 3.4136e-08 8.1227e-09 3.0016e-12 1.0979e-12 2.6227e-01 7.3306e-02
8.2162e+01 0.0000e+00 0.0000e+00 3.3050e-08 7.8663e-09 2.9145e-12 1.0651e-12 2.5754e-01 7.2002e-02
8.2252e+01 0.0000e+00 0.0000e+00 3.1999e-08 7.6181e-09 2.8271e-12 1.0323e-12 2.5289e-01 7.0723e-02
8.2342e+01 0.0000e+00 0.0000e+00 3.0982e-08 7.3778e-09 2.7392e-12 9.9929e-13 2.4832e-01 6.9467e-02
8.2432e+01 0.0000e+00 0.0000e+00 2.9998e-08 7.1452e-09 2.6510e-12 9.7791e-13 2.4385e-01 6.8233e-02
8.2523e+01 0.0000e+00 0.0000e+00 2.9045e-08 6.9200e-09 2.5741e-12 9.4463e-13 2.3945e-01 6.7023e-02
8.2613e+01 0.0000e+00 0.0000e+00 2.8123e-08 6.7020e-09 2.4969e-12 9.1119e-13 2.3513e-01 6.5834e-02
8.2703e+01 0.0000e+00 0.0000e+00 2.7231e-08 6.4910e-09 2.4193e-12 8.8946e-13 2.3090e-01 6.4667e-02
8.2793e+01 0.0000e+00 0.0000e+00 2.6367e-08 6.2867e-09 2.3533e-12 8.6763e-13 2.2674e-01 6.3521e-02
8.2883e+01 0.0000e+00 0.0000e+00 2.5532e-08 6.0889e-09 2.2869e-12 8.3378e-13 2.2266e-01 6.2396e-02
8.2973e+01 0.0000e+00 0.0000e+00 2.4723e-08 5.8974e-09 2.2084e-12 8.1172e-13 2.1866e-01 6.1292e-02
8.3063e+01 0.0000e+00 0.0000e+00 2.3940e-08 5.7120e-09 2.1414e-12 7.8956e-13 2.1473e-01 6.0208e-02
8.3153e+01 0.0000e+00 0.0000e+00 2.3182e-08 5.5325e-09 2.0861e-12 7.6730e-13 2.1087e-01 5.9143e-02
8.3243e+01 0.0000e+00 0.0000e+00 2.2448e-08 5.3588e-09 2.0185e-12 7.4493e-13 2.0709e-01 5.8098e-02
8.3333e+01 0.0000e+00 0.0000e+00 2.1738e-08 5.1905e-09 1.9627e-12 7.2246e-13 2.0337e-01 5.7072e-02
8.3423e+01 0.0000e+00 0.0000e+00 2.1051e-08 5.0277e-09 1.9066e-12 6.9989e-13 1.9972e-01 5.6064e-02
8.3514e+01 0.0000e+00 0.0000e+00 2.0386e-08 4.8699e-09 1.8502e-12 6.7721e-13 1.9614e-01 5.5075e-02
8.3604e+01 0.0000e+00 0.0000e+00 1.9742e-08 4.7173e-09 1.7936e-12 6.5444e-13 1.9263e-01 5.4103e-02
8.3694e+01 0.0000e+00 0.0000e+00 1.9118e-08 4.5694e-09 1.7368e-12 6.4370e-13 1.8918e-01 5.3149e-02
8.3784e+01 0.0000e+00 0.0000e+00 1.8515e-08 4.4263e-09 1.6797e-12 6.2075e-13 1.8579e-01 5.2213e-02
8.3874e+01 0.0000e+00 0.0000e+00 1.7931e-08 4.2876e-09 1.6345e-12 5.9769e-13 1.8246e-01 5.1293e-02
8.3964e+01 0.0000e+00 0.0000e+00 1.7365e-08 4.1534e-09 1.5891e-12 5.8675e-13 1.7920e-01 5.0391e-02
8.4054e+01 0.0000e+00 0.0000e+00 1.6818e-08 4.0235e-09 1.5435e-12 5.6351e-13 1.7600e-01 4.9504e-02
8.4144e+01 0.0000e+00 0.0000e+00 1.6288e-08 3.8976e-09 1.4977e-12 5.5244e-13 1.7285e-01 4.8633e-02
8.4234e+01 0.0000e+00 0.0000e+00 1.5775e-08 3.7758e-09 1.4517e-12 5.2902e-13 1.6977e-01 4.7779e-02
8.4324e+01 0.0000e+00 0.0000e+00 1.5278e-08 3.6578e-09 1.4055e-12 5.1782e-13 1.6674e-01 4.6939e-02
8.4414e+01 0.0000e+00 0.0000e+00 1.4798e-08 3.5436e-09 1.3591e-12 5.0657e-13 1.6376e-01 4.6115e-02
8.4505e+01 0.0000e+00 0.0000e+00 1.4332e-08 3.4329e-09 1.3249e-12 4.8289e-13 1.6084e-01 4.5306e-02
8.4595e+01 0.0000e+00 0.0000e+00 1.3881e-08 3.3258e-09 1.2780e-12 4.7151e-13 1.5798e-01 4.4511e-02
8.4685e+01 0.0000e+00 0.0000e+00 1.3445e-08 3.2220e-09 1.2435e-12 4.6008e-13 1.5516e-01 4.3731e-02
8.4775e+01 0.0000e+00 0.0000e+00 1.3023e-08 3.1216e-09 1.2087e-12 4.4860e-13 1.5240e-01 4.2964e-02
8.4865e+01 0.0000e+00 0.0000e+00 1.2614e-08 3.0243e-09 1.1738e-12 4.3707e-13 1.4969e-01 4.2212e-02
8.4955e+01 0.0000e+00 0.0000e+00 1.2218e-08 2.9300e-09 1.1388e-12 4.2548e-13 1.4703e-01 4.1473e-02
8.5045e+01 0.0000e+00 0.0000e+00 1.1835e-08 2.8388e-09 1.1036e-12 4.1384e-13 1.4441e-01 4.0747e-02
8.5135e+01 0.0000e+00 0.0000e+00 1.1464e-08 2.7504e-09 1.0682e-12 4.0215e-13 1.4185e-01 4.0034e-02
8.5225e+01 0.0000e+00 0.0000e+00 1.1104e-08 2.6648e-09 1.0453e-12 3.9041e-13 1.3933e-01 3.9335e-02
8.5315e+01 0.0000e+00 0.0000e+00 1.0756e-08 2.5819e-09 1.0096e-12 3.7862e-13 1.3685e-01 3.8647e-02
8.5405e+01 0.0000e+00 0.0000e+00 1.0419e-08 2.5016e-09 9.8648e-13 3.6677e-13 1.3443e-01 3.7972e-02
8.5495e+01 0.0000e+00 0.0000e+00 1.0093e-08 2.4239e-09 9.5055e-13 3.5487e-13 1.3204e-01 3.7310e-02
8.5586e+01 0.0000e+00 0.0000e+00 9.7773e-09 2.3486e-09 9.2715e-13 3.4292e-13 1.2970e-01 3.6659e-02
8.5676e+01 0.0000e+00 0.0000e+00 9.4715e-09 2.2757e-09 8.9092e-13 3.3091e-13 1.2740e-01 3.6019e-02
8.5766e+01 0.0000e+00 0.0000e+00 9.1754e-09 2.2050e-09 8.6729e-13 3.1885e-13 1.2515e-01 3.5392e-02
8.5856e+01 0.0000e+00 0.0000e+00 8.8886e-09 2.1366e-09 8.4355e-13 3.0674e-13 1.2293e-01 3.4775e-02
8.5946e+01 0.0000e+00 0.0000e+00 8.6109e-09 2.0703e-09 8.1970e-13 3.0739e-13 1.2076e-01 3.4170e-02
8.6036e+01 0.0000e+00 0.0000e+00 8.3420e-09 2.0062e-09 7.9575e-13 2.9520e-13 1.1862e-01 3.3575e-02
8.6126e+01 0.0000e+00 0.0000e+00 8.0816e-09 1.9440e-09 7.7170e-13 2.8296e-13 1.1653e-01 3.2991e-02
8.6216e+01 0.0000e+00 0.0000e+00 7.8295e-09 1.8838e-09 7.4753e-13 2.8355e-13 1.1447e-01 3.2417e-02
8.6306e+01 0.0000e+00 0.0000e+00 7.5853e-09 1.8254e-09 7.2327e-13 2.7122e-13 1.1245e-01 3.1854e-02
8.6396e+01 0.0000e+00 0.0000e+00 7.3488e-09 1.7689e-09 7.1183e-13 2.5885e-13 1.1046e-01 3.1301e-02
8.6486e+01 0.0000e+00 0.0000e+00 7.1198e-09 1.7142e-09 6.8738e-13 2.5939e-13 1.0852e-01 3.0757e-02
8.6577e+01 0.0000e+00 0.0000e+00 6.8980e-09 1.6612e-09 6.6282e-13 2.4693e-13 1.0660e-01 3.0224e-02
8.6667e+01 0.0000e+00 0.0000e+00 6.6833e-09 1.6099e-09 6.5118e-13 2.3442e-13 1.0473e-01 2.9699e-02
8.6757e+01 0.0000e+00 0.0000e+00 6.4753e-09 1.5601e-09 6.2643e-13 2.3491e-13 1.0288e-01 2.9185e-02
8.6847e+01 0.0000e+00 0.0000e+00 6.2738e-09 1.5119e-09 6.1465e-13 2.2232e-13 1.0107e-01 2.8679e-02
8.6937e+01 0.0000e+00 0.0000e+00 6.0787e-09 1.4653e-09 5.8972e-13 2.2278e-13 9.9292e-02 2.8182e-02
8.7027e+01 0.0000e+00 0.0000e+00 5.8898e-09 1.4200e-09 5.7781e-13 2.1011e-13 9.7546e-02 2.7694e-02
8.7117e+01 0.0000e+00 0.0000e+00 5.7068e-09 1.3762e-09 5.5269e-13 2.1055e-13 9.5832e-02 2.7215e-02
8.7207e+01 0.0000e+00 0.0000e+00 5.5295e-09 1.3338e-09 5.4065e-13 1.9780e-13 9.4149e-02 2.6745e-02
8.7297e+01 0.0000e+00 0.0000e+00 5.3579e-09 1.2927e-09 5.2855e-13 1.9821e-13 9.2496e-02 2.6282e-02
8.7387e+01 0.0000e+00 0.0000e+00 5.1916e-09 1.2529e-09 5.1640e-13 1.8537e-13 9.0872e-02 2.5828e-02
8.7477e+01 0.0000e+00 0.0000e+00 5.0306e-09 1.2143e-09 4.9093e-13 1.8576e-13 8.9278e-02 2.5382e-02
8.7568e+01 0.0000e+00 0.0000e+00 4.8746e-09 1.1769e-09 4.7865e-13 1.7284e-13 8.7713e-02 2.4944e-02
8.7658e+01 0.0000e+00 0.0000e+00 4.7235e-09 1.1407e-09 4.6631e-13 1.7320e-13 8.6176e-02 2.4514e-02
8.7748e+01 0.0000e+00 0.0000e+00 4.5772e-09 1.1056e-09 4.5392e-13 1.7356e-13 8.4667e-02 2.4091e-02
8.7838e+01 0.0000e+00 0.0000e+00 4.4355e-09 1.0716e-09 4.4147e-13 1.6053e-13 8.3185e-02 2.3676e-02
8.7928e+01 0.0000e+00 0.0000e+00 4.2982e-09 1.0387e-09 4.2897e-13 1.6086e-13 8.1729e-02 2.3268e-02
8.8018e+01 0.0000e+00 0.0000e+00 4.1652e-09 1.0067e-09 4.1642e-13 1.4776e-13 8.0300e-02 2.2867e-02
8.8108e+01 0.0000e+00 0.0000e+00 4.0363e-09 9.7583e-10 4.0381e-13 1.4806e-13 7.8896e-02 2.2474e-02
8.8198e+01 0.0000e+00 0.0000e+00 3.9116e-09 9.4587e-10 3.9115e-13 1.4837e-13 7.7518e-02 2.2087e-02
8.8288e+01 0.0000e+00 0.0000e+00 3.7907e-09 9.1685e-10 3.7843e-13 1.3515e-13 7.6164e-02 2.1708e-02
8.8378e+01 0.0000e+00 0.0000e+00 3.6736e-09 8.8873e-10 3.6566e-13 1.3543e-13 7.4835e-02 2.1335e-02
8.8468e+01 0.0000e+00 0.0000e+00 3.5602e-09 8.6148e-10 3.5284e-13 1.3571e-13 7.3529e-02 2.0968e-02
8.8559e+01 0.0000e+00 0.0000e+00 3.4503e-09 8.3508e-10 3.5356e-13 1.3598e-13 7.2247e-02 2.0608e-02
8.8649e+01 0.0000e+00 0.0000e+00 3.3438e-09 8.0950e-10 3.4065e-13 1.2263e-13 7.0988e-02 2.0254e-02
8.8739e+01 0.0000e+00 0.0000e+00 3.2407e-09 7.8471e-10 3.2769e-13 1.2288e-13 6.9751e-02 1.9907e-02
8.8829e+01 0.0000e+00 0.0000e+00 3.1408e-09 7.6069e-10 3.1467e-13 1.2313e-13 6.8537e-02 1.9566e-02
8.8919e+01 0.0000e+00 0.0000e+00 3.0440e-09 7.3742e-10 3.1531e-13 1.0967e-13 6.7344e-02 1.9231e-02
8.9009e+01 0.0000e+00 0.0000e+00 2.9503e-09 7.1486e-10 3.0221e-13 1.0990e-13 6.6173e-02 1.8901e-02
8.9099e+01 0.0000e+00 0.0000e+00 2.8594e-09 6.9301e-10 2.8906e-13 1.1012e-13 6.5022e-02 1.8578e-02
8.9189e+01 0.0000e+00 0.0000e+00 2.7714e-09 6.7183e-10 2.8965e-13 1.1034e-13 6.3892e-02 1.8260e-02
8.9279e+01 0.0000e+00 0.0000e+00 2.6862e-09 6.5131e-10 2.7641e-13 9.6744e-14 6.2782e-02 1.7947e-02
8.9369e+01 0.0000e+00 0.0000e+00 2.6036e-09 6.3142e-10 2.6312e-13 9.6939e-14 6.1693e-02 1.7641e-02
8.9459e+01 0.0000e+00 0.0000e+00 2.5236e-09 6.1215e-10 2.6365e-13 9.7135e-14 6.0622e-02 1.7339e-02
8.9550e+01 0.0000e+00 0.0000e+00 2.4460e-09 5.9347e-10 2.5028e-13 9.7331e-14 5.9571e-02 1.7043e-02
8.9640e+01 0.0000e+00 0.0000e+00 2.3709e-09 5.7537e-10 2.5078e-13 9.7527e-14 5.8538e-02 1.6752e-02
8.9730e+01 0.0000e+00 0.0000e+00 2.2981e-09 5.5783e-10 2.3733e-13 8.3762e-14 5.7524e-02 1.6466e-02
8.9820e+01 0.0000e+00 0.0000e+00 2.2276e-09 5.4083e-10 2.3780e-13 8.3931e-14 5.6527e-02 1.6186e-02
8.9910e+01 0.0000e+00 0.0000e+00 2.1593e-09 5.2435e-10 2.2426e-13 8.4099e-14 5.5549e-02 1.5910e-02
9.0000e+01 0.0000e+00 0.0000e+00 2.0931e-09 5.0839e-10 2.2471e-13 8.4268e-14 5.4588e-02 1.5639e-02
9.0090e+01 0.0000e+00 0.0000e+00 2.0289e-09 4.9291e-10 2.1109e-13 8.4437e-14 5.3644e-02 1.5372e-02
9.0180e+01 0.0000e+00 0.0000e+00 1.9667e-09 4.7792e-10 2.1151e-13 7.0505e-14 5.2717e-02 1.5111e-02
9.0270e+01 0.0000e+00 0.0000e+00 1.9065e-09 4.6338e-10 1.9781e-13 7.0645e-14 5.1806e-02 1.4854e-02
9.0360e+01 0.0000e+00 0.0000e+00 1.8482e-09 4.4930e-10 1.9820e-13 7.0787e-14 5.0911e-02 1.4601e-02
9.0450e+01 0.0000e+00 0.0000e+00 1.7916e-09 4.3564e-10 1.8441e-13 7.0928e-14 5.0033e-02 1.4353e-02
9.0541e+01 0.0000e+00 0.0000e+00 1.7368e-09 4.2241e-10 1.8478e-13 7.1069e-14 4.9170e-02 1.4109e-02
9.0631e+01 0.0000e+00 0.0000e+00 1.6837e-09 4.0958e-10 1.8515e-13 7.1211e-14 4.8322e-02 1.3870e-02
9.0721e+01 0.0000e+00 0.0000e+00 1.6322e-09 3.9715e-10 1.7125e-13 7.1352e-14 4.7489e-02 1.3634e-02
9.0811e+01 0.0000e+00 0.0000e+00 1.5824e-09 3.8510e-10 1.7159e-13 5.7195e-14 4.6671e-02 1.3403e-02
9.0901e+01 0.0000e+00 0.0000e+00 1.5341e-09 3.7342e-10 1.5760e-13 5.7309e-14 4.5867e-02 1.3176e-02
9.0991e+01 0.0000e+00 0.0000e+00 1.4872e-09 3.6210e-10 1.5791e-13 5.7422e-14 4.5078e-02 1.2952e-02
9.1081e+01 0.0000e+00 0.0000e+00 1.4418e-09 3.5113e-10 1.5822e-13 5.7536e-14 4.4303e-02 1.2733e-02
9.1171e+01 0.0000e+00 0.0000e+00 1.3979e-09 3.4049e-10 1.4413e-13 5.7650e-14 4.3541e-02 1.2517e-02
9.1261e+01 0.0000e+00 0.0000e+00 1.3553e-09 3.3018e-10 1.4441e-13 5.7764e-14 4.2793e-02 1.2305e-02
9.1351e+01 0.0000e+00 0.0000e+00 1.3140e-09 3.2019e-10 1.4470e-13 5.7878e-14 4.2058e-02 1.2097e-02
9.1441e+01 0.0000e+00 0.0000e+00 1.2739e-09 3.1050e-10 1.3048e-13 5.7992e-14 4.1336e-02 1.1893e-02
9.1532e+01 0.0000e+00 0.0000e+00 1.2351e-09 3.0111e-10 1.3074e-13 4.3580e-14 4.0626e-02 1.1692e-02
9.1622e+01 0.0000e+00 0.0000e+00 1.1975e-09 2.9201e-10 1.3100e-13 4.3666e-14 3.9929e-02 1.1494e-02
9.1712e+01 0.0000e+00 0.0000e+00 1.1611e-09 2.8319e-10 1.3126e-13 4.3752e-14 3.9245e-02 1.1300e-02
9.1802e+01 0.0000e+00 0.0000e+00 1.1258e-09 2.7463e-10 1.1690e-13 4.3838e-14 3.8572e-02 1.1109e-02
9.1892e+01 0.0000e+00 0.0000e+00 1.0916e-09 2.6634e-10 1.1713e-13 4.3924e-14 3.7912e-02 1.0922e-02
9.1982e+01 0.0000e+00 0.0000e+00 1.0584e-09 2.5830e-10 1.1736e-13 4.4010e-14 3.7263e-02 1.0738e-02
9.2072e+01 0.0000e+00 0.0000e+00 1.0262e-09 2.5050e-10 1.1759e-13 4.4096e-14 3.6625e-02 1.0557e-02
9.2162e+01 0.0000e+00 0.0000e+00 9.9507e-10 2.4295e-10 1.0309e-13 4.4183e-14 3.5999e-02 1.0379e-02
9.2252e+01 0.0000e+00 0.0000e+00 9.6487e-10 2.3562e-10 1.0329e-13 4.4269e-14 3.5383e-02 1.0204e-02
9.2342e+01 0.0000e+00 0.0000e+00 9.3559e-10 2.2852e-10 1.0350e-13 4.4356e-14 3.4779e-02 1.0033e-02
9.2432e+01 0.0000e+00 0.0000e+00 9.0722e-10 2.2164e-10 1.0370e-13 4.4442e-14 3.4185e-02 9.8638e-03
9.2523e+01 0.0000e+00 0.0000e+00 8.7971e-10 2.1496e-10 1.0390e-13 2.9686e-14 3.3601e-02 9.6980e-03
9.2613e+01 0.0000e+00 0.0000e+00 8.5305e-10 2.0849e-10 8.9231e-14 2.9744e-14 3.3028e-02 9.5350e-03
9.2703e+01 0.0000e+00 0.0000e+00 8.2721e-10 2.0222e-10 8.9405e-14 2.9802e-14 3.2465e-02 9.3748e-03
9.2793e+01 0.0000e+00 0.0000e+00 8.0216e-10 1.9614e-10 8.9579e-14 2.9860e-14 3.1911e-02 9.2174e-03
9.2883e+01 0.0000e+00 0.0000e+00 7.7788e-10 1.9024e-10 8.9753e-14 2.9918e-14 3.1368e-02 9.0628e-03
9.2973e+01 0.0000e+00 0.0000e+00 7.5435e-10 1.8453e-10 8.9927e-14 2.9976e-14 3.0834e-02 8.9107e-03
9.3063e+01 0.0000e+00 0.0000e+00 7.3153e-10 1.7898e-10 7.5084e-14 3.0034e-14 3.0309e-02 8.7613e-03
9.3153e+01 0.0000e+00 0.0000e+00 7.0942e-10 1.7361e-10 7.5230e-14 3.0092e-14 2.9793e-02 8.6145e-03
9.3243e+01 0.0000e+00 0.0000e+00 6.8798e-10 1.6840e-10 7.5375e-14 3.0150e-14 2.9286e-02 8.4702e-03
9.3333e+01 0.0000e+00 0.0000e+00 6.6720e-10 1.6334e-10 7.5521e-14 3.0208e-14 2.8789e-02 8.3284e-03
9.3423e+01 0.0000e+00 0.0000e+00 6.4705e-10 1.5845e-10 7.5667e-14 3.0267e-14 2.8300e-02 8.1890e-03
9.3514e+01 0.0000e+00 0.0000e+00 6.2752e-10 1.5369e-10 7.5813e-14 3.0325e-14 2.7819e-02 8.0520e-03
9.3604e+01 0.0000e+00 0.0000e+00 6.0859e-10 1.4909e-10 7.5959e-14 3.0384e-14 2.7347e-02 7.9174e-03
9.3694e+01 0.0000e+00 0.0000e+00 5.9023e-10 1.4462e-10 6.0884e-14 3.0442e-14 2.6883e-02 7.7851e-03
9.3784e+01 0.0000e+00 0.0000e+00 5.7244e-10 1.4029e-10 6.1001e-14 3.0501e-14 2.6427e-02 7.6550e-03
9.3874e+01 0.0000e+00 0.0000e+00 5.5519e-10 1.3609e-10 6.1119e-14 3.0559e-14 2.5979e-02 7.5272e-03
9.3964e+01 0.0000e+00 0.0000e+00 5.3846e-10 1.3202e-10 6.1236e-14 3.0618e-14 2.5539e-02 7.4016e-03
9.4054e+01 0.0000e+00 0.0000e+00 5.2225e-10 1.2807e-10 6.1354e-14 1.5338e-14 2.5107e-02 7.2781e-03
9.4144e+01 0.0000e+00 0.0000e+00 5.0652e-10 1.2424e-10 6.1471e-14 1.5368e-14 2.4682e-02 7.1568e-03
9.4234e+01 0.0000e+00 0.0000e+00 4.9129e-10 1.2053e-10 6.1589e-14 1.5397e-14 2.4264e-02 7.0375e-03
9.4324e+01 0.0000e+00 0.0000e+00 4.7651e-10 1.1692e-10 6.1707e-14 1.5427e-14 2.3854e-02 6.9203e-03
9.4414e+01 0.0000e+00 0.0000e+00 4.6218e-10 1.1343e-10 4.6368e-14 1.5456e-14 2.3451e-02 6.8050e-03
9.4505e+01 0.0000e+00 0.0000e+00 4.4829e-10 1.1005e-10 4.6457e-14 1.5486e-14 2.3055e-02 6.6918e-03
9.4595e+01 0.0000e+00 0.0000e+00 4.3482e-10 1.0676e-10 4.6546e-14 1.5515e-14 2.2665e-02 6.5805e-03
9.4685e+01 0.0000e+00 0.0000e+00 4.2177e-10 1.0358e-10 4.6634e-14 1.5545e-14 2.2283e-02 6.4710e-03
9.4775e+01 0.0000e+00 0.0000e+00 4.0910e-10 1.0049e-10 4.6723e-14 1.5574e-14 2.1907e-02 6.3635e-03
9.4865e+01 0.0000e+00 0.0000e+00 3.9683e-10 9.7494e-11 4.6812e-14 1.5604e-14 2.1537e-02 6.2578e-03
9.4955e+01 0.0000e+00 0.0000e+00 3.8493e-10 9.4590e-11 4.6901e-14 1.5634e-14 2.1174e-02 6.1539e-03
9.5045e+01 0.0000e+00 0.0000e+00 3.7339e-10 9.1772e-11 4.6990e-14 1.5663e-14 2.0818e-02 6.0517e-03
9.5135e+01 0.0000e+00 0.0000e+00 3.6219e-10 8.9038e-11 4.7079e-14 1.5693e-14 2.0467e-02 5.9513e-03
9.5225e+01 0.0000e+00 0.0000e+00 3.5134e-10 8.6388e-11 4.7168e-14 1.5723e-14 2.0123e-02 5.8527e-03
9.5315e+01 0.0000e+00 0.0000e+00 3.4082e-10 8.3822e-11 4.7258e-14 1.5753e-14 1.9784e-02 5.7556e-03
9.5405e+01 0.0000e+00 0.0000e+00 3.3062e-10 8.1325e-11 3.1565e-14 1.5782e-14 1.9452e-02 5.6603e-03
9.5495e+01 0.0000e+00 0.0000e+00 3.2073e-10 7.8909e-11 3.1624e-14 1.5812e-14 1.9125e-02 5.5666e-03
9.5586e+01 0.0000e+00 0.0000e+00 3.1113e-10 7.6563e-11 3.1684e-14 1.5842e-14 1.8803e-02 5.4744e-03
9.5676e+01 0.0000e+00 0.0000e+00 3.0183e-10 7.4288e-11 3.1744e-14 1.5872e-14 1.8488e-02 5.3839e-03
9.5766e+01 0.0000e+00 0.0000e+00 2.9281e-10 7.2085e-11 3.1804e-14 1.5902e-14 1.8177e-02 5.2948e-03
9.5856e+01 0.0000e+00 0.0000e+00 2.8406e-10 6.9943e-11 3.1863e-14 1.5932e-14 1.7873e-02 5.2073e-03
9.5946e+01 0.0000e+00 0.0000e+00 2.7557e-10 6.7869e-11 3.1923e-14 1.5962e-14 1.7573e-02 5.1213e-03
9.6036e+01 0.0000e+00 0.0000e+00 2.6735e-10 6.5857e-11 3.1983e-14 1.5992e-14 1.7278e-02 5.0367e-03
9.6126e+01 0.0000e+00 0.0000e+00 2.5937e-10 6.3904e-11 3.2043e-14 1.6022e-14 1.6989e-02 4.9536e-03
9.6216e+01 0.0000e+00 0.0000e+00 2.5163e-10 6.2008e-11 3.2103e-14 1.6052e-14 1.6704e-02 4.8718e-03
9.6306e+01 0.0000e+00 0.0000e+00 2.4413e-10 6.0172e-11 3.2164e-14 1.6082e-14 1.6425e-02 4.7915e-03
9.6396e+01 0.0000e+00 0.0000e+00 2.3685e-10 5.8389e-11 3.2224e-14 1.6112e-14 1.6150e-02 4.7125e-03
9.6486e+01 0.0000e+00 0.0000e+00 2.2980e-10 5.6661e-11 3.2284e-14 1.6142e-14 1.5880e-02 4.6348e-03
9.6577e+01 0.0000e+00 0.0000e+00 2.2295e-10 5.4987e-11 3.2344e-14 1.6172e-14 1.5615e-02 4.5585e-03
